file_id,species,spectrogram_path,shape,dtype,mean,std,med,p10,p90,snr_db
ML182025,american_bullfrog,data\spectrograms\american_bullfrog\ML182025.npy,"(64, 431)",float32,-36.57465906282174,7.840315714304885,-38.06471061706543,-44.228341293334964,-25.38878936767578,0.0
ML182123,american_bullfrog,data\spectrograms\american_bullfrog\ML182123.npy,"(64, 431)",float32,-36.52102163648384,17.1015536936365,-35.43968200683594,-54.77796936035156,-18.023476600646973,0.0
ML190940,american_bullfrog,data\spectrograms\american_bullfrog\ML190940.npy,"(64, 431)",float32,-38.36623732813066,9.985157880153512,-40.205482482910156,-49.38175468444824,-23.76717491149902,0.0
ML190984,american_bullfrog,data\spectrograms\american_bullfrog\ML190984.npy,"(64, 431)",float32,-54.69626064802544,8.33610749132542,-56.14121627807617,-63.64188079833984,-43.32749252319336,0.0
ML197092,american_bullfrog,data\spectrograms\american_bullfrog\ML197092.npy,"(64, 431)",float32,-23.010859254859994,5.4842490796778565,-22.84622859954834,-30.467269325256346,-16.735672187805175,0.0
ML207049,american_bullfrog,data\spectrograms\american_bullfrog\ML207049.npy,"(64, 431)",float32,-32.04632301063314,7.865200239951742,-33.22308921813965,-40.47099418640137,-20.91313323974609,0.0
ML207548,american_bullfrog,data\spectrograms\american_bullfrog\ML207548.npy,"(64, 431)",float32,-52.261976890559815,13.55715053557964,-51.88288497924805,-80.0,-35.78969955444335,0.0
ML207935,american_bullfrog,data\spectrograms\american_bullfrog\ML207935.npy,"(64, 431)",float32,-47.37827207217222,20.71212401903501,-42.586246490478516,-80.0,-23.00553283691406,0.0
ML214955,american_bullfrog,data\spectrograms\american_bullfrog\ML214955.npy,"(64, 431)",float32,-49.07974719838725,20.822094068361153,-43.30132865905762,-80.0,-25.928950881958,0.0
ML217637,american_bullfrog,data\spectrograms\american_bullfrog\ML217637.npy,"(64, 431)",float32,-57.79576468771959,9.338798109627582,-59.70176315307617,-67.59579925537109,-45.072235870361325,0.0
ML223226,american_bullfrog,data\spectrograms\american_bullfrog\ML223226.npy,"(64, 431)",float32,-27.613910582115366,8.66593294837038,-28.628819465637207,-37.76883201599121,-15.772962951660151,0.0
ML224657,american_bullfrog,data\spectrograms\american_bullfrog\ML224657.npy,"(64, 431)",float32,-49.35203201947799,8.184666475579027,-50.51092720031738,-58.582999038696286,-39.13097610473633,0.0
ML305838,american_bullfrog,data\spectrograms\american_bullfrog\ML305838.npy,"(64, 431)",float32,-61.875679184365026,22.207409099573223,-80.0,-80.0,-31.044811820983888,0.0
ML38820,american_bullfrog,data\spectrograms\american_bullfrog\ML38820.npy,"(64, 431)",float32,-40.263600675903454,8.951093322630502,-42.405948638916016,-50.16028594970703,-27.672855377197262,0.0
ML44552,american_bullfrog,data\spectrograms\american_bullfrog\ML44552.npy,"(64, 431)",float32,-55.438420723959496,10.135681956867158,-57.128469467163086,-64.9444091796875,-47.89880523681641,0.0
ML506567291,american_bullfrog,data\spectrograms\american_bullfrog\ML506567291.npy,"(64, 431)",float32,-34.162823975864114,11.215508234007537,-36.48854446411133,-47.54665336608887,-18.72203311920166,0.0
ML515997,american_bullfrog,data\spectrograms\american_bullfrog\ML515997.npy,"(64, 431)",float32,-28.51670208194762,10.661140165374986,-28.30687141418457,-43.15628890991211,-14.669843101501465,0.0
ML515999,american_bullfrog,data\spectrograms\american_bullfrog\ML515999.npy,"(64, 431)",float32,-30.339793528799667,9.691295301805063,-29.212135314941406,-44.39981384277344,-18.470873832702637,0.0
ML53182,american_bullfrog,data\spectrograms\american_bullfrog\ML53182.npy,"(64, 431)",float32,-26.859647711458035,12.105434183796989,-25.366305351257324,-44.815629196166995,-11.64914445877075,0.0
ML537362,american_bullfrog,data\spectrograms\american_bullfrog\ML537362.npy,"(64, 431)",float32,-23.375570082177003,9.927430512811425,-20.856094360351562,-39.3133056640625,-12.48047456741333,0.0
ML56763,american_bullfrog,data\spectrograms\american_bullfrog\ML56763.npy,"(64, 431)",float32,-32.696332915338175,8.432098031365697,-33.18802833557129,-42.030099868774414,-22.49616622924803,0.0
ML56764,american_bullfrog,data\spectrograms\american_bullfrog\ML56764.npy,"(64, 431)",float32,-34.16546411409524,13.742168424626989,-34.950016021728516,-50.5957893371582,-14.780646324157715,0.0
ML56765,american_bullfrog,data\spectrograms\american_bullfrog\ML56765.npy,"(64, 431)",float32,-18.786503358169302,7.932722405803861,-19.42835807800293,-28.77002944946289,-7.993984699249266,0.0
ML56766,american_bullfrog,data\spectrograms\american_bullfrog\ML56766.npy,"(64, 431)",float32,-19.18114013627621,4.546088115703142,-19.106209754943848,-24.725038909912108,-13.668909168243408,0.0
ML56767,american_bullfrog,data\spectrograms\american_bullfrog\ML56767.npy,"(64, 431)",float32,-36.197564870533974,8.435504904725699,-37.80015563964844,-44.60416107177734,-24.267123985290517,0.0
ML60450,american_bullfrog,data\spectrograms\american_bullfrog\ML60450.npy,"(64, 431)",float32,-37.79695182264266,8.579575816986969,-40.13240432739258,-46.12692451477051,-24.547548866271974,0.0
ML631931107,american_bullfrog,data\spectrograms\american_bullfrog\ML631931107.npy,"(64, 431)",float32,-36.60629267022532,9.952381046983355,-37.24944305419922,-49.05487213134766,-22.887092971801756,0.0
ML635010771,american_bullfrog,data\spectrograms\american_bullfrog\ML635010771.npy,"(64, 431)",float32,-51.42126705374768,25.038710644190832,-38.72236442565918,-80.0,-24.276326942443845,0.0
ML635243949,american_bullfrog,data\spectrograms\american_bullfrog\ML635243949.npy,"(64, 431)",float32,-66.04376184577316,20.406926842170385,-80.0,-80.0,-34.82554969787598,0.0
ML635289047,american_bullfrog,data\spectrograms\american_bullfrog\ML635289047.npy,"(64, 431)",float32,-74.72423459962874,16.148129597810307,-80.0,-80.0,-80.0,0.0
ML635751089,american_bullfrog,data\spectrograms\american_bullfrog\ML635751089.npy,"(64, 431)",float32,-39.49779334795724,9.914908376968313,-41.10574150085449,-51.15571174621582,-25.53269348144531,0.0
ML635850760,american_bullfrog,data\spectrograms\american_bullfrog\ML635850760.npy,"(64, 431)",float32,-32.067058172759765,8.044033533827735,-34.59095001220703,-39.522875213623045,-19.25218753814697,0.0
ML635850761,american_bullfrog,data\spectrograms\american_bullfrog\ML635850761.npy,"(64, 431)",float32,-70.87538539645912,19.997363559420325,-80.0,-80.0,-31.35959186553955,0.0
ML635850762,american_bullfrog,data\spectrograms\american_bullfrog\ML635850762.npy,"(64, 431)",float32,-36.930082222321474,8.859958889247475,-38.83413505554199,-46.691827392578126,-23.7363260269165,0.0
ML635913049,american_bullfrog,data\spectrograms\american_bullfrog\ML635913049.npy,"(64, 431)",float32,-52.63169728758855,18.444147509676192,-45.51375961303711,-80.0,-35.15007286071777,0.0
ML635913331,american_bullfrog,data\spectrograms\american_bullfrog\ML635913331.npy,"(64, 431)",float32,-23.025653005640287,4.665563656889725,-22.868581771850586,-29.06321029663086,-17.465955543518067,0.0
ML636097123,american_bullfrog,data\spectrograms\american_bullfrog\ML636097123.npy,"(64, 431)",float32,-32.68994136254915,10.984673129826465,-33.20079040527344,-45.68557853698731,-17.648973846435545,0.0
ML636470086,american_bullfrog,data\spectrograms\american_bullfrog\ML636470086.npy,"(64, 431)",float32,-28.3847697605044,8.855309951538164,-28.640140533447266,-40.26147956848145,-16.57778205871582,0.0
ML636537335,american_bullfrog,data\spectrograms\american_bullfrog\ML636537335.npy,"(64, 431)",float32,-32.83072980073239,6.011438361024199,-34.23282241821289,-38.6810718536377,-24.518759727478024,0.0
ML636668015,american_bullfrog,data\spectrograms\american_bullfrog\ML636668015.npy,"(64, 431)",float32,-37.34387368012194,6.986672962489193,-38.37480545043945,-45.25546836853027,-28.035059547424314,0.0
ML636778722,american_bullfrog,data\spectrograms\american_bullfrog\ML636778722.npy,"(64, 431)",float32,0.0,0.0,0.0,0.0,0.0,0.0
ML636850112,american_bullfrog,data\spectrograms\american_bullfrog\ML636850112.npy,"(64, 431)",float32,-72.17120361590884,18.469125350093545,-80.0,-80.0,-36.71884078979492,0.0
ML636893440,american_bullfrog,data\spectrograms\american_bullfrog\ML636893440.npy,"(64, 431)",float32,-54.67764444317314,22.329032858012344,-45.046621322631836,-80.0,-30.02201747894287,0.0
ML636895662,american_bullfrog,data\spectrograms\american_bullfrog\ML636895662.npy,"(64, 431)",float32,-72.39273470387796,20.198631184548226,-80.0,-80.0,-26.648029136657712,0.0
ML636951373,american_bullfrog,data\spectrograms\american_bullfrog\ML636951373.npy,"(64, 431)",float32,-28.737701617215876,8.63736417589877,-29.522929191589355,-39.30034408569336,-16.961752319335936,0.0
ML637199584,american_bullfrog,data\spectrograms\american_bullfrog\ML637199584.npy,"(64, 431)",float32,-48.088981303911474,21.46346950694447,-39.87951850891113,-80.0,-26.60521087646484,0.0
ML637203690,american_bullfrog,data\spectrograms\american_bullfrog\ML637203690.npy,"(64, 431)",float32,-21.306262298000938,5.921302870921526,-21.786141395568848,-28.435067176818848,-12.941806602478026,0.0
ML637268706,american_bullfrog,data\spectrograms\american_bullfrog\ML637268706.npy,"(64, 431)",float32,-37.51369055096069,8.956062935465326,-39.53792953491211,-47.515988159179685,-24.9043758392334,0.0
ML637330865,american_bullfrog,data\spectrograms\american_bullfrog\ML637330865.npy,"(64, 431)",float32,-38.13920772490535,7.095468116793489,-39.390676498413086,-44.2977653503418,-29.50554409027099,0.0
ML637436864,american_bullfrog,data\spectrograms\american_bullfrog\ML637436864.npy,"(64, 431)",float32,-36.12617425900601,6.074924252459548,-36.049293518066406,-43.83891258239746,-28.799276733398436,0.0
ML637656503,american_bullfrog,data\spectrograms\american_bullfrog\ML637656503.npy,"(64, 431)",float32,-60.48000847384022,23.959376247904736,-80.0,-80.0,-25.454789543151854,0.0
ML637801887,american_bullfrog,data\spectrograms\american_bullfrog\ML637801887.npy,"(64, 431)",float32,-27.585390043352014,5.4531739198754385,-28.28386878967285,-33.74297256469726,-20.34627113342285,0.0
ML637880043,american_bullfrog,data\spectrograms\american_bullfrog\ML637880043.npy,"(64, 431)",float32,-58.81305846686015,24.337115106198695,-80.0,-80.0,-28.215034103393556,0.0
ML638207168,american_bullfrog,data\spectrograms\american_bullfrog\ML638207168.npy,"(64, 431)",float32,-17.280950974059355,8.542442877357836,-15.729567050933838,-25.818694496154784,-9.541616058349609,0.0
ML638334661,american_bullfrog,data\spectrograms\american_bullfrog\ML638334661.npy,"(64, 431)",float32,-69.66410313518999,15.541717919002005,-80.0,-80.0,-46.87349853515625,0.0
ML638427553,american_bullfrog,data\spectrograms\american_bullfrog\ML638427553.npy,"(64, 431)",float32,-30.029095070129756,9.532590623783245,-29.056509017944336,-37.51359481811524,-21.003636741638182,0.0
ML638774274,american_bullfrog,data\spectrograms\american_bullfrog\ML638774274.npy,"(64, 431)",float32,-43.06396419311206,10.277423235843562,-46.55751609802246,-52.593360137939456,-26.531424522399902,0.0
ML638986344,american_bullfrog,data\spectrograms\american_bullfrog\ML638986344.npy,"(64, 431)",float32,-76.77337989008828,12.329166170472698,-80.0,-80.0,-80.0,0.0
ML639174041,american_bullfrog,data\spectrograms\american_bullfrog\ML639174041.npy,"(64, 431)",float32,-32.892552823519765,9.45159218301985,-33.90052795410156,-44.267677307128906,-19.11524085998535,0.0
ML639251875,american_bullfrog,data\spectrograms\american_bullfrog\ML639251875.npy,"(64, 431)",float32,-38.50671056360698,12.271106770371437,-43.33041191101074,-51.010759353637695,-19.70014781951904,0.0
ML639661483,american_bullfrog,data\spectrograms\american_bullfrog\ML639661483.npy,"(64, 431)",float32,-49.811788783618304,21.194426170215806,-41.78845405578613,-80.0,-28.737835502624506,0.0
ML639821741,american_bullfrog,data\spectrograms\american_bullfrog\ML639821741.npy,"(64, 431)",float32,-33.371373551558456,7.929042214209046,-32.92665481567383,-41.65888977050781,-24.66821174621582,0.0
ML640310924,american_bullfrog,data\spectrograms\american_bullfrog\ML640310924.npy,"(64, 431)",float32,-34.057281544669735,8.729065964991445,-35.1876277923584,-44.19078903198242,-21.651929664611817,0.0
ML640526452,american_bullfrog,data\spectrograms\american_bullfrog\ML640526452.npy,"(64, 431)",float32,-54.01644515211579,23.03001566257509,-53.87105178833008,-80.0,-21.857679557800292,0.0
ML79082,american_bullfrog,data\spectrograms\american_bullfrog\ML79082.npy,"(64, 431)",float32,-43.06316293919515,14.823109113556406,-48.9928092956543,-56.8296573638916,-17.36593246459961,0.0
XC1001883_-_American_Bullfrog_-_Aquarana_catesbeiana,american_bullfrog,data\spectrograms\american_bullfrog\XC1001883_-_American_Bullfrog_-_Aquarana_catesbeiana.npy,"(64, 431)",float32,-23.38589629242218,4.052627999544768,-23.490678787231445,-28.263729858398438,-18.665221786499025,0.0
XC1012930_-_American_Bullfrog_-_Aquarana_catesbeiana,american_bullfrog,data\spectrograms\american_bullfrog\XC1012930_-_American_Bullfrog_-_Aquarana_catesbeiana.npy,"(64, 431)",float32,-40.786390435858145,7.762717961713571,-40.89251708984375,-50.725999450683595,-31.298119354248044,0.0
XC883640_-_American_Bullfrog_-_Aquarana_catesbeiana,american_bullfrog,data\spectrograms\american_bullfrog\XC883640_-_American_Bullfrog_-_Aquarana_catesbeiana.npy,"(64, 431)",float32,-25.919375842190814,6.8290783278168155,-27.86933708190918,-32.91259574890137,-15.517046642303464,0.0
XC883676_-_American_Bullfrog_-_Aquarana_catesbeiana,american_bullfrog,data\spectrograms\american_bullfrog\XC883676_-_American_Bullfrog_-_Aquarana_catesbeiana.npy,"(64, 431)",float32,-43.467532032050556,6.530903927392358,-44.65796089172363,-49.61724014282227,-36.22969398498535,0.0
XC894001_-_American_Bullfrog_-_Aquarana_catesbeiana,american_bullfrog,data\spectrograms\american_bullfrog\XC894001_-_American_Bullfrog_-_Aquarana_catesbeiana.npy,"(64, 431)",float32,-48.53430647487707,26.936325257126228,-37.38562774658203,-80.0,-17.62033882141113,0.0
XC899237_-_American_Bullfrog_-_Aquarana_catesbeiana,american_bullfrog,data\spectrograms\american_bullfrog\XC899237_-_American_Bullfrog_-_Aquarana_catesbeiana.npy,"(64, 431)",float32,-29.578626504059873,7.67500931087727,-31.219913482666016,-36.7778823852539,-19.048014068603514,0.0
XC961812_-_American_Bullfrog_-_Aquarana_catesbeiana,american_bullfrog,data\spectrograms\american_bullfrog\XC961812_-_American_Bullfrog_-_Aquarana_catesbeiana.npy,"(64, 431)",float32,-43.318023114255574,11.21491671744839,-43.73779296875,-57.539096450805665,-28.51845550537109,0.0
XC976730_-_American_Bullfrog_-_Aquarana_catesbeiana,american_bullfrog,data\spectrograms\american_bullfrog\XC976730_-_American_Bullfrog_-_Aquarana_catesbeiana.npy,"(64, 431)",float32,-37.36030531425695,9.494006071843462,-40.71084403991699,-45.619071578979494,-22.28346138000488,0.0
XC979345_-_American_Bullfrog_-_Aquarana_catesbeiana,american_bullfrog,data\spectrograms\american_bullfrog\XC979345_-_American_Bullfrog_-_Aquarana_catesbeiana.npy,"(64, 431)",float32,-28.371790583234652,9.470108094619624,-28.95945644378662,-40.248722076416016,-15.090119075775144,0.0
XC982097_-_American_Bullfrog_-_Aquarana_catesbeiana,american_bullfrog,data\spectrograms\american_bullfrog\XC982097_-_American_Bullfrog_-_Aquarana_catesbeiana.npy,"(64, 431)",float32,-30.989561622007265,8.830816246793548,-31.17780113220215,-41.9119213104248,-19.347048377990717,0.0
125186,american_toad,data\spectrograms\american_toad\125186.npy,"(64, 431)",float32,-46.17579419482197,14.929760970457217,-47.898704528808594,-65.15716934204102,-27.925715637207027,0.0
51-American-Toad-call,american_toad,data\spectrograms\american_toad\51-American-Toad-call.npy,"(64, 431)",float32,-68.90550145499944,17.020434584510344,-73.45597457885742,-80.0,-52.0337646484375,0.0
American_toad_(Bufo_americanus)_calling,american_toad,data\spectrograms\american_toad\American_toad_(Bufo_americanus)_calling.npy,"(64, 431)",float32,-48.33591502158105,13.336128870824865,-50.558122634887695,-62.00656929016113,-30.774325942993162,0.0
American_Toad_-_calling,american_toad,data\spectrograms\american_toad\American_Toad_-_calling.npy,"(64, 431)",float32,-42.628514239032974,12.226399448425937,-46.08636474609375,-54.496317291259764,-24.201933670043946,0.0
American_Toad___Bufo_americanus,american_toad,data\spectrograms\american_toad\American_Toad___Bufo_americanus.npy,"(64, 431)",float32,-73.82860714943945,15.902734950499934,-80.0,-80.0,-64.01625442504883,0.0
American_toad_call,american_toad,data\spectrograms\american_toad\American_toad_call.npy,"(64, 431)",float32,-61.95166321133378,17.772750407545875,-65.1010513305664,-80.0,-38.19629974365233,0.0
